러시아워 로드맨션,지난날,7.53,59,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=러시아워 로드맨션 지난날,8,광주,1580
머더파커 대구점,PC방 가는 길,7.52,356,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=머더파커 대구점 PC방 가는 길,8,대구,208
이스케이프샾 건대점,더 라스트 노트,7.52,239,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=이스케이프샾 건대점 더 라스트 노트,5,건대,859
넥스트에디션 건대2호점,방탈출 아카데미 (Hard과정),7.52,246,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=넥스트에디션 건대2호점 방탈출 아카데미 (Hard과정),9,건대,1776
서울이스케이프룸 인천부평점,알카트라즈 지하감옥,7.51,242,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=서울이스케이프룸 인천부평점 알카트라즈 지하감옥,7,인천,558
룸즈에이 강남점,왕자님이 찾으십니다,7.51,923,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=룸즈에이 강남점 왕자님이 찾으십니다,7,강남,1349
광주 방탈출카페 숨바꼭질,무죄,7.51,435,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=광주 방탈출카페 숨바꼭질 무죄,8,광주,1999
룸익스케이프 화이트점,마카오:꼭두각시 광시곡,7.51,682,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=룸익스케이프 화이트점 마카오:꼭두각시 광시곡,8,신촌,513
소우주,마지막 유산,7.5,830,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=소우주 마지막 유산,8,수원,1124
더클루 신촌프리미엄점,호그와트 - 래번클로,7.5,625,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=더클루 신촌프리미엄점 호그와트 - 래번클로,8,신촌,1441
골든타임 이스케이프,3318,7.5,434,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=골든타임 이스케이프 3318,3,수원,540
마스터키 잠실점,그리고 아무도 없었다,7.5,681,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=마스터키 잠실점 그리고 아무도 없었다,7,서울(기타),720
넥스트에디션 신림점,극,7.49,961,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=넥스트에디션 신림점 극,4,신림,1974
머더파커 대구2호점,사건의 재구성,7.49,354,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=머더파커 대구2호점 사건의 재구성,7,대구,966
제로월드 김포점,탈옥 : 특별수용소,7.49,422,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=제로월드 김포점 탈옥 : 특별수용소,9,경기(기타),261
광주 방탈출카페 숨바꼭질,인연,7.49,431,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=광주 방탈출카페 숨바꼭질 인연,4,광주,1761
셜록홈즈 대구동성로점,지프리트의 심장,7.49,81,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=셜록홈즈 대구동성로점 지프리트의 심장,7,대구,209
이스케이퍼스 2호점,멍스타그램,7.48,1097,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=이스케이퍼스 2호점 멍스타그램,5,홍대,546
비밀의화원 미드나잇 합정점,"기다려, 금방 갈게",7.48,233,"https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=비밀의화원 미드나잇 합정점 기다려, 금방 갈게",5,홍대,528
마스터키 건대점,디데이,7.48,746,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=마스터키 건대점 디데이,7,건대,1350
플레이더월드 강남점,조선피자몰,7.47,1069,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=플레이더월드 강남점 조선피자몰,3,강남,1491
키이스케이프 전주점,산장 : 사라진 목격자,7.47,219,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=키이스케이프 전주점 산장 : 사라진 목격자,7,전주,834
리멤버 방탈출카페 천안점,미네타닉:사건의 진실,7.46,156,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=리멤버 방탈출카페 천안점 미네타닉:사건의 진실,8,천안,157
넥스트에디션 부평점,로렌시아,7.46,636,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=넥스트에디션 부평점 로렌시아,10,인천,1568
룸즈에이 광주수완점,뽀득뽀득,7.46,52,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=룸즈에이 광주수완점 뽀득뽀득,5,광주,243
에피소드 방탈출 강남점,메아리,7.46,322,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=에피소드 방탈출 강남점 메아리,4,강남,1859
스피키지,급X,7.45,436,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=스피키지 급X,6,홍대,1661
제로월드 강남점,나비효과,7.45,938,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=제로월드 강남점 나비효과,5,강남,1864
플레이포인트랩 강남점,더맨,7.45,84,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=플레이포인트랩 강남점 더맨,7,강남,1356
마스터키 동탄프라임점,인스톨,7.44,291,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=마스터키 동탄프라임점 인스톨,8,경기(기타),1996
이스케이퍼스 1호점,LIVE,7.43,755,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=이스케이퍼스 1호점 LIVE,9,홍대,395
미스터리룸 이스케이프 홍대점,꼬치 진다,7.43,356,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=미스터리룸 이스케이프 홍대점 꼬치 진다,2,홍대,1948
서울이스케이프룸 부산서면점,알카트라즈 지하감옥,7.43,70,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=서울이스케이프룸 부산서면점 알카트라즈 지하감옥,7,부산,890
비밀의화원 시네마틱 혜화점,도망자 여씨,7.43,251,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=비밀의화원 시네마틱 혜화점 도망자 여씨,4,대학로,1663
셜록홈즈 서현점,Molaq : 성 밖 이야기,7.42,184,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=셜록홈즈 서현점 Molaq : 성 밖 이야기,9,경기(기타),512
룸즈에이 대구동성로점,노블리스트,7.42,293,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=룸즈에이 대구동성로점 노블리스트,7,대구,1214
마스터키 건대로데오점,뱀파이어 헌터,7.41,623,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=마스터키 건대로데오점 뱀파이어 헌터,8,건대,171
룸즈에이 포항점,시크릿 에이전트,7.41,22,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=룸즈에이 포항점 시크릿 에이전트,5,경상(기타),384
상상의문 대학로점,경찰과 도둑 EP.2 도둑이야기 (리메이크),7.41,201,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=상상의문 대학로점 경찰과 도둑 EP.2 도둑이야기 (리메이크),5,대학로,1309
룸즈에이 대전둔산점,7 DAYS,7.41,49,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=룸즈에이 대전둔산점 7 DAYS,4,대전,18
넥스트에디션 건대2호점,Make-up,7.41,882,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=넥스트에디션 건대2호점 Make-up,4,건대,1428
셜록홈즈 안산점,낮밤,7.41,17,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=셜록홈즈 안산점 낮밤,???,경기(기타),393
넥스트에디션 신림점,Tester,7.41,755,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=넥스트에디션 신림점 Tester,9,신림,1126
키이스케이프 전주점,혜화잡화점,7.4,126,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=키이스케이프 전주점 혜화잡화점,5,전주,1396
셜록홈즈 노원점,지프리트의 심장,7.4,285,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=셜록홈즈 노원점 지프리트의 심장,7,강북,322
머더파커 전주1호점,일주(ONE WEEK),7.4,284,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=머더파커 전주1호점 일주(ONE WEEK),7,전주,1962
비밀의화원 포레스트 건대점,라스트 잡,7.39,193,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=비밀의화원 포레스트 건대점 라스트 잡,6,건대,698
상상의문 분당서현점,HERE I AM,7.38,303,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=상상의문 분당서현점 HERE I AM,2,경기(기타),1121
마스터키 프라임 화정점,B지하철 13호선,7.38,540,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=마스터키 프라임 화정점 B지하철 13호선,7,일산,350
마스터키 부산서면점,집으로,7.37,131,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=마스터키 부산서면점 집으로,3,부산,1113
더클루 신촌프리미엄점,호그와트 - 슬리데린,7.37,641,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=더클루 신촌프리미엄점 호그와트 - 슬리데린,6,신촌,1091
러시아워,미끼,7.37,326,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=러시아워 미끼,9,광주,1175
상상의문 분당서현점,셔플월드,7.36,293,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=상상의문 분당서현점 셔플월드,4,경기(기타),1991
비밀의화원 서면점,블라인드,7.36,142,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=비밀의화원 서면점 블라인드,8,부산,1563
룸엘이스케이프 신림점,트레져헌터,7.36,726,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=룸엘이스케이프 신림점 트레져헌터,7,신림,686
무비이스케이프 동탄 남광장점,잊지못할하루,7.36,28,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=무비이스케이프 동탄 남광장점 잊지못할하루,???,경기(기타),1146
마스터키 강남프라임점,어웨이큰,7.35,726,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=마스터키 강남프라임점 어웨이큰,10,강남,461
해피앤딩,H.B.D : 해피버스데이,7.35,196,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=해피앤딩 H.B.D : 해피버스데이,3,홍대,1900
마스터키 궁동점,화이트룸,7.35,31,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=마스터키 궁동점 화이트룸,10,대전,776
위드 방탈출카페 신촌점,세번째밤,7.35,609,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=위드 방탈출카페 신촌점 세번째밤,7,신촌,68
셜록홈즈 대구동성로점,랑슈 뷰티연구소,7.34,79,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=셜록홈즈 대구동성로점 랑슈 뷰티연구소,5,대구,1199
마스터키 건대점,딜리버,7.34,787,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=마스터키 건대점 딜리버,5,건대,861
룸즈에이 수원역점,우당탕탕,7.34,309,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=룸즈에이 수원역점 우당탕탕,2,수원,240
룸즈에이 동성로2호점,띵가띵가,7.34,155,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=룸즈에이 동성로2호점 띵가띵가,1,대구,1522
셜록홈즈 서울대입구점,4,7.33,161,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=셜록홈즈 서울대입구점 4,6,신림,677
룸즈에이 대전둔산점,THINKABLE,7.33,51,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=룸즈에이 대전둔산점 THINKABLE,3,대전,1163
비밀의화원 미드나잇 합정점,팩토리 엠,7.33,301,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=비밀의화원 미드나잇 합정점 팩토리 엠,8,홍대,1623
마스터키 상수점,레이더스,7.33,673,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=마스터키 상수점 레이더스,9,홍대,424
비밀의화원 리버타운 강남점,Z,7.32,239,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=비밀의화원 리버타운 강남점 Z,5,강남,1571
룸즈에이 동성로2호점,아이덴티티,7.32,259,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=룸즈에이 동성로2호점 아이덴티티,6,대구,1159
이룸에이트,아이엠유튜버,7.32,740,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=이룸에이트 아이엠유튜버,6,강남,1419
둠이스케이프,인앤아웃,7.32,232,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=둠이스케이프 인앤아웃,8,인천,215
제로월드 서현점,홈어웨이,7.31,122,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=제로월드 서현점 홈어웨이,5,경기(기타),239
비밀의화원 포레스트 건대점,미씽 스노우맨,7.3,251,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=비밀의화원 포레스트 건대점 미씽 스노우맨,2,건대,419
제로월드 강남점,제로호텔 (Lite ver.),7.3,846,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=제로월드 강남점 제로호텔 (Lite ver.),8,강남,1253
이스케이퍼스 2호점,네모네모 마믈메는 무슨밀미 밌멌믈까?,7.3,1097,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=이스케이퍼스 2호점 네모네모 마믈메는 무슨밀미 밌멌믈까?,5,홍대,1153
비밀의화원 서면점,아뜰리에,7.3,115,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=비밀의화원 서면점 아뜰리에,5,부산,23
넥스트에디션 강남5호점,우리동네 김선의 金善醫,7.29,941,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=넥스트에디션 강남5호점 우리동네 김선의 金善醫,3,강남,507
서울이스케이프룸 홍대2호점,CIA본부에서의 탈출,7.29,794,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=서울이스케이프룸 홍대2호점 CIA본부에서의 탈출,8,홍대,1179
넥스트에디션 건대2호점,방탈출 아카데미 (Normal과정),7.29,69,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=넥스트에디션 건대2호점 방탈출 아카데미 (Normal과정),8,건대,63
비트포비아 홍대던전,날씨의 신,7.29,1073,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=비트포비아 홍대던전 날씨의 신,3,홍대,1873
이스케이프시티 그랜드 시티 신촌점,신의실수,7.28,277,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=이스케이프시티 그랜드 시티 신촌점 신의실수,9,신촌,1213
룸즈에이 광주상무점,그레이스 호텔,7.28,90,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=룸즈에이 광주상무점 그레이스 호텔,5,광주,1307
룸즈에이 일산 웨스턴돔점,뽀득뽀득,7.28,120,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=룸즈에이 일산 웨스턴돔점 뽀득뽀득,5,일산,935
미스터리룸 이스케이프 강남점,인형괴담,7.27,897,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=미스터리룸 이스케이프 강남점 인형괴담,4,강남,1452
룸즈에이 강남점,집떡 묘선생,7.27,764,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=룸즈에이 강남점 집떡 묘선생,2,강남,122
비밀의화원 광주점,스토커,7.27,64,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=비밀의화원 광주점 스토커,3,광주,576
서울이스케이프룸 대구 동성로점,팩토리,7.27,41,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=서울이스케이프룸 대구 동성로점 팩토리,8,대구,1192
마스터키 안양점,사랑과 전쟁,7.26,430,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=마스터키 안양점 사랑과 전쟁,8,안양,1819
카오스이스케이프 2호점,너의곁으로,7.26,118,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=카오스이스케이프 2호점 너의곁으로,8,전주,1093
리멤버 방탈출카페 부평점,옥탑방 신사,7.26,221,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=리멤버 방탈출카페 부평점 옥탑방 신사,6,인천,938
머더파커 건대점,우리 꼰대 진분홍,7.26,890,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=머더파커 건대점 우리 꼰대 진분홍,6,건대,1416
룸즈에이 수원역2호점,귀빈,7.25,292,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=룸즈에이 수원역2호점 귀빈,5,수원,431
룸즈에이 대구동성로점,반짝반짝,7.25,127,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=룸즈에이 대구동성로점 반짝반짝,6,대구,1477
이스케이퍼스 대구점,멍스타그램,7.24,58,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=이스케이퍼스 대구점 멍스타그램,5,대구,604
엑스케이프 강남점,기억의 틈,7.23,731,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=엑스케이프 강남점 기억의 틈,7,강남,139
이스케이퍼스 대구점,서커스 : 동성극단의 사정,7.23,147,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=이스케이퍼스 대구점 서커스 : 동성극단의 사정,5,대구,51
셜록홈즈 서울대입구점,괴담수집가,7.23,166,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=셜록홈즈 서울대입구점 괴담수집가,10,신림,924
비트포비아 홍대던전,사라진 보물 : 대저택의 비밀,7.23,923,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=비트포비아 홍대던전 사라진 보물 : 대저택의 비밀,7,홍대,749
상상의문 광주점,캐치캣,7.22,73,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=상상의문 광주점 캐치캣,5,광주,1379
머더파커 전주1호점,내 이름 지배만,7.22,330,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=머더파커 전주1호점 내 이름 지배만,5,전주,398
룸즈에이 광주상무점,전지적 작가 시점,7.22,100,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=룸즈에이 광주상무점 전지적 작가 시점,4,광주,1504
머더파커 WOW 잠실점,난 그저 여행만 했을 뿐인데..,7.21,215,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=머더파커 WOW 잠실점 난 그저 여행만 했을 뿐인데..,4,서울(기타),1385
황금열쇠 대구동성로점(본점),X됐다,7.21,329,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=황금열쇠 대구동성로점(본점) X됐다,2,대구,1578
솔버 1호점,더 케이지,7.2,867,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=솔버 1호점 더 케이지,5,건대,1299
다이아에그,닥터 슈나벨,7.2,15,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=다이아에그 닥터 슈나벨,6,부산,1446
더코드 진주점,의문의 동창회,7.2,5,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=더코드 진주점 의문의 동창회,6,경상(기타),1436
넥스트에디션 부천점,집으로,7.2,495,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=넥스트에디션 부천점 집으로,3,부천,439
머더파커 건대2호점,동물병원,7.19,711,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=머더파커 건대2호점 동물병원,3,건대,1367
엑스케이프 건대점,짜불성설,7.19,78,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=엑스케이프 건대점 짜불성설,8,건대,1296
마스터키 프라임 청주점,환생시험,7.19,177,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=마스터키 프라임 청주점 환생시험,7,청주,1429
나비잠,범계 : 호랑이 계곡,7.19,171,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=나비잠 범계 : 호랑이 계곡,2,안양,1669
더클루 신촌프리미엄점,최대감댁 심부름꾼,7.19,422,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=더클루 신촌프리미엄점 최대감댁 심부름꾼,3,신촌,1478
비밀의 숲,리플레이,7.18,239,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=비밀의 숲 리플레이,6,홍대,246
룸즈에이 수원역점,띵가띵가,7.18,212,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=룸즈에이 수원역점 띵가띵가,1,수원,909
이스케이퍼스 1호점,RS ROOM(normal),7.18,496,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=이스케이퍼스 1호점 RS ROOM(normal),5,홍대,863
디코더,Introverted Thief(여자방),7.18,814,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=디코더 Introverted Thief(여자방),8,홍대,1365
마스터키 부평점,세이브 더 월드,7.18,72,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=마스터키 부평점 세이브 더 월드,4,인천,588
마스터키 부산서면점,세이프티룸,7.17,298,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=마스터키 부산서면점 세이프티룸,9,부산,921
마스터키 익산점,이불 밖은 위험해,7.17,52,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=마스터키 익산점 이불 밖은 위험해,2,전라(기타),297
식스센스 광주점,나랏말싸미,7.17,113,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=식스센스 광주점 나랏말싸미,1,광주,1039
엑스케이프 홍대점,육식주의자,7.16,574,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=엑스케이프 홍대점 육식주의자,10,홍대,567
머더파커 대구점,백,7.16,323,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=머더파커 대구점 백,5,대구,247
룸익스케이프 블랙점,에이전트 : 노출된 미션,7.16,549,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=룸익스케이프 블랙점 에이전트 : 노출된 미션,8,신촌,1413
비밀의화원 미드나잇 합정점,파리82,7.16,327,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=비밀의화원 미드나잇 합정점 파리82,8,홍대,1064
제로월드 강남점,어느 겨울밤2,7.16,916,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=제로월드 강남점 어느 겨울밤2,2,강남,739
카타르시스 이스케이프,500x5,7.15,71,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=카타르시스 이스케이프 500x5,10,부산,1435
비밀의화원 동성로점,대감댁 변씨,7.15,27,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=비밀의화원 동성로점 대감댁 변씨,8,대구,1395
머더파커 대구점,괴짜중딩 사차원,7.15,331,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=머더파커 대구점 괴짜중딩 사차원,7,대구,1850
이스케이프샾 신사점,주희다방,7.15,379,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=이스케이프샾 신사점 주희다방,3,강남,1149
룸즈에이 수원역점,전지적 작가 시점,7.14,274,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=룸즈에이 수원역점 전지적 작가 시점,4,수원,1509
래빗온더문,러브레터,7.14,209,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=래빗온더문 러브레터,2,안양,1625
디코더,Furious Revenge(남자방),7.14,771,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=디코더 Furious Revenge(남자방),7,홍대,1605
마스터키 강남프라임점,별의별,7.13,737,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=마스터키 강남프라임점 별의별,1,강남,648
비밀의화원 포레스트 건대점,스물아홉,7.13,222,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=비밀의화원 포레스트 건대점 스물아홉,5,건대,1366
머더파커 어드벤처 전주 2호점,목격자들,7.13,213,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=머더파커 어드벤처 전주 2호점 목격자들,2,전주,1981
룸즈에이 일산 라페스타점,낭랑카페,7.13,67,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=룸즈에이 일산 라페스타점 낭랑카페,2,일산,1612
머더파커 홍대1호점,구둣방 손님,7.12,793,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=머더파커 홍대1호점 구둣방 손님,2,홍대,940
룸즈에이 포항점,낭랑카페,7.12,17,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=룸즈에이 포항점 낭랑카페,2,경상(기타),1335
넥스트에디션 건대점,이불 밖은 위험해,7.12,1077,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=넥스트에디션 건대점 이불 밖은 위험해,2,건대,744
마스터키 천안신부점,트러브메이커,7.12,359,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=마스터키 천안신부점 트러브메이커,3,천안,237
머더파커 E.T 3호점,김파커 끝없는 복수,7.12,225,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=머더파커 E.T 3호점 김파커 끝없는 복수,6,전주,1226
룸즈에이 대전둔산점,시크릿 에이전트,7.12,34,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=룸즈에이 대전둔산점 시크릿 에이전트,5,대전,1421
셜록홈즈 부천점,빈집,7.11,36,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=셜록홈즈 부천점 빈집,3,부천,1733
게이트 오브 더 스토리 gate of the story,Drugun,7.11,224,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=게이트 오브 더 스토리 gate of the story Drugun,5,신촌,1886
룸즈에이 의정부점,낭랑카페,7.11,37,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=룸즈에이 의정부점 낭랑카페,2,경기(기타),493
마스터키 천안신부점,코드명 MK,7.11,355,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=마스터키 천안신부점 코드명 MK,5,천안,613
머더파커 건대점,어은꿈이진루다,7.11,882,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=머더파커 건대점 어은꿈이진루다,4,건대,729
더트랩 수유점,사립고 살인사건,7.11,365,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=더트랩 수유점 사립고 살인사건,5,강북,1975
룸즈에이 광주상무점,띵가띵가,7.1,49,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=룸즈에이 광주상무점 띵가띵가,1,광주,664
티케이프 신촌점,헤르메스,7.1,196,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=티케이프 신촌점 헤르메스,8,신촌,146
이스케이프샾 신사점,포춘 테라피,7.1,329,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=이스케이프샾 신사점 포춘 테라피,5,강남,448
티케이프 신촌점,졸개 무운,7.1,512,https://m.blog.naver.com/SectionPostSearch.naver?orderType=sim&searchValue=티케이프 신촌점 졸개 무운,5,신촌,1554
